Name	Mass	num-amide	num-OC	num-NC	#theo	#exper	TopID	Derep+ scr	Derep+ rank	Derep-g scr	Derep-g rank	Derep scr	Derep rank	#matches	MF1	#isomers	dnp-class	SMILES1	MF2	SMILES2	fingerprint	MFagreement	SMILES1_FP1	SMILES2_FP2
NCGC00381212-01![6-[2-(3_4-dihydroxyphenyl)-5_7-dihydroxy-4-oxochromen-3-yl]oxy-4_5-dihydroxy-2-[(3_4_5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-3-yl]_(E)-3-(4-hydroxyphenyl)prop-2-enoate_M+H	756.19	2.0	22.0	0.0	14.0	53.0	NCGC00381212-01![6-[2-(3_4-dihydroxyphenyl)-5_7-dihydroxy-4-oxochromen-3-yl]oxy-4_5-dihydroxy-2-[(3_4_5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-3-yl]_(E)-3-(4-hydroxyphenyl)prop-2-enoate_M+H	8.0	1.0	5.0	3.0	1.0	37.0	560.0	C36H36O18	14.0	Flavonoids	CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C5=CC(O)=C(O)C=C5)C(O)C(O)C2OC(=O)\C=C\C6=CC=C(O)C=C6)C(O)C(O)C1O	C36H36O18	[H]OC1=C([H])C([H])=C(C([H])=C([H])C(=O)OC2([H])C([H])(O[H])C([H])(O[H])C([H])(OC3=C(OC4=C([H])C(O[H])=C([H])C(O[H])=C4C3=O)C3=C([H])C(O[H])=C(O[H])C([H])=C3[H])OC2([H])C([H])([H])OC2([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])=C1[H]	1.0	Yes	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2OC(=O)C=Cc2ccc(O)cc2)C(O)C(O)C1O	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2OC(=O)C=Cc2ccc(O)cc2)C(O)C(O)C1O
NCGC00381101-01_C22H40O11_(3E)-7-Hydroxy-3_7-dimethyl-3-octen-1-yl_6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside_M+H	480.25699999999995	1.0	15.0	0.0	10.0	64.0	NCGC00381101-01_C22H40O11_(3E)-7-Hydroxy-3_7-dimethyl-3-octen-1-yl_6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside_M+H	8.0	1.0	5.0	1.0	-1.0	1295.0	1295.0	C22H40O11	4.0	Terpenoids	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCC/C(C)=C/CCC(C)(C)O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	C22H40O11	[H]O[C@@]1([H])[C@]([H])(OC([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H])O[C@]([H])(C([H])([H])O[C@]2([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]2([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H]	1.0	Yes	CC(=CCCC(C)(C)O)CCOC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O	CC(=CCCC(C)(C)O)CCOC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O
NCGC00381082-01_C15H17NO3_4_6-Octadienoic_acid__3-[(4-formylphenyl)amino]-__(4E_6E)-_M+H	259.121	1.0	1.0	2.0	6.0	93.0	5-(Hydroxymethyl)-1H-pyrrole-2-carboxaldehyde_Me_ether__N-[2-(4-hydroxyphenyl)ethyl]	8.0	2.0	4.0	4.0	-1.0	1229.0	1229.0	C15H17NO3	13.0	none	C/C=C/C=C/C(CC(O)=O)NC1=CC=C(C=O)C=C1	C15H17NO3	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])N1C(C([H])=O)=C([H])C([H])=C1C([H])([H])OC([H])([H])[H]	0.2626582278481013	Yes	CC=CC=CC(CC(=O)O)Nc1ccc(C=O)cc1	COCc1ccc(C=O)n1CCc1ccc(O)cc1
NCGC00381067-01!methyl_3_5-dimethoxy-2-[5-methoxy-6-(2-methoxypropyl)-4-oxopyran-3-carbonyl]benzoate_M+H	420.142	2.0	12.0	0.0	6.0	53.0	NCGC00381067-01!methyl_3_5-dimethoxy-2-[5-methoxy-6-(2-methoxypropyl)-4-oxopyran-3-carbonyl]benzoate_M+H	8.0	1.0	2.0	67.0	1.0	54.0	1563.0	C21H24O9	17.0	none	COC(C)CC1=C(OC)C(=O)C(=CO1)C(=O)C2=C(OC)C=C(OC)C=C2C(=O)OC	C21H24O9	[H]C1=C(C(=O)C2=C(OC([H])([H])[H])C([H])=C(OC([H])([H])[H])C([H])=C2C(=O)OC([H])([H])[H])C(=O)C(OC([H])([H])[H])=C(O1)C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])[H]	1.0	Yes	COC(=O)c1cc(OC)cc(OC)c1C(=O)c1coc(CC(C)OC)c(OC)c1=O	COC(=O)c1cc(OC)cc(OC)c1C(=O)c1coc(CC(C)OC)c(OC)c1=O
NCGC00381001-01_C32H41NO11__M+H	615.268	3.0	9.0	3.0	10.0	88.0	NCGC00381001-01_C32H41NO11__M+H	8.0	1.0	2.0	11.0	0.0	530.0	848.0	C32H41NO11	2.0	none	C[C@@H]1CCC2C(C)(C)[C@H](OC(C)=O)[C@@H](C[C@]2(C)[C@@]13CC4=C(O3)C5=C(C=C4O)C(=O)N(C5)[C@@H](CCC(O)=O)C(O)=O)OC(C)=O	C32H41NO11	[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(N1C(=O)C2=C(C3=C(C(O[H])=C2[H])C([H])([H])[C@@]2(O3)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])[H])C([H])([H])[C@]23C([H])([H])[H])C1([H])[H])C(=O)O[H]	1.0	Yes	CC(=O)OC1CC2(C)C(CCC(C)C23Cc2c(O)cc4c(c2O3)CN(C(CCC(=O)O)C(=O)O)C4=O)C(C)(C)C1OC(C)=O	CC(=O)OC1CC2(C)C(CCC(C)C23Cc2c(O)cc4c(c2O3)CN(C(CCC(=O)O)C(=O)O)C4=O)C(C)(C)C1OC(C)=O
NCGC00380993-01_C23H28O12_Cyclopenta[c]pyran-4-carboxylic_acid__6-(benzoyloxy)-1-(hexopyranosyloxy)-1_4a_5_6_7_7a-hexahydro-5-hydroxy-7-methyl-_M+H	496.158	2.0	14.0	0.0	10.0	72.0	Mussaendoside_L_Mussaendoside_L	8.0	3.0	4.0	6.0	1.0	52.0	1293.0	C23H28O12	14.0	none	CC1C(OC(=O)C2=CC=CC=C2)C(O)C\3C1C(O\C=C3C(O)=O)OC4OC(CO)C(O)C(O)C4O	C23H28O12	[H]OC1=C([H])C(=C(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C(OC([H])([H])[H])=C1[H])C([H])(C(=O)C1=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C1[H])C([H])([H])O[H]	0.42142857142857143	Yes	CC1C(OC(=O)c2ccccc2)C(O)C2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C12	COc1cc(C(=O)C(CO)c2cc(O)cc(OC)c2OC2OC(CO)C(O)C(O)C2O)ccc1O
NCGC00380892-01_C26H30O12_Cyclopenta[c]pyran-4-carboxylic_acid__1_4a_5_7a-tetrahydro-7-(hydroxymethyl)-1-[[6-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]-beta-D-glucopyranosyl]oxy]-__methyl_ester_M+H	534.174	3.0	15.0	0.0	14.0	92.0	Gemichalcone_C_Gemichalcone_C	8.0	1.0	5.0	1.0	1.0	56.0	1208.0	C26H30O12	11.0	Terpenoids	COC(=O)C/1=C/OC(O[C@@H]2O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)C\4C1C\C=C4CO	C30H28O9	[H]OC1=C([H])C(O[H])=C(C([H])=C([H])C(=O)C2=C(O[H])C(=C(O[H])C([H])=C2[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])OC(=O)C([H])=C([H])C2=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C2[H])C([H])=C1[H]	0.3425287356321839	No	COC(=O)C1=COC(OC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)C2C(CO)=CCC12	COc1cc(C=CC(=O)OCC(C)=CCc2c(O)ccc(C(=O)C=Cc3ccc(O)cc3O)c2O)ccc1O
NCGC00380888-01![(2R_3R_4R_5R_6R)-4-[(2S_3R_4R_5R_6S)-4_5-dihydroxy-6-methyl-3-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-[2-(3_4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)oxan-3-yl]_(E)-3-(3_4-dihydroxyphenyl)prop-2-enoate_M+H	786.258	2.0	26.0	0.0	18.0	44.0	NCGC00380888-01![(2R_3R_4R_5R_6R)-4-[(2S_3R_4R_5R_6S)-4_5-dihydroxy-6-methyl-3-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-[2-(3_4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)oxan-3-yl]_(E)-3-(3_4-dihydroxyphenyl)prop-2-enoate_M+H	8.0	1.0	4.0	1.0	1.0	26.0	467.0	C35H46O20	10.0	Simple_Aromatic_Natural_Products	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@H](CO)[C@H]2OC(=O)\C=C\C4=CC(O)=C(O)C=C4)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]1O	C35H46O20	[H]OC1=C([H])C([H])=C(C([H])=C1O[H])C([H])([H])C([H])([H])O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(OC(=O)C([H])=C([H])C2=C([H])C(O[H])=C(O[H])C([H])=C2[H])[C@]([H])(O[C@]2([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]2([H])O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@@]1([H])O[H]	1.0	Yes	CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(CO)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O	CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(CO)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
NCGC00380842-01_C42H54O25_3-{5-(3_4-Dihydroxy-4-methyl-5-oxotetrahydro-2-furanyl)-2-[(6-O-{3-[5-(3_4-dihydroxy-4-methyl-5-oxotetrahydro-2-furanyl)-2-(beta-D-glucopyranosyloxy)-4-methoxyphenyl]propanoyl}-beta-D-glucopyranosyl)oxy]-4-methoxyphenyl}propanoic_acid_M+H	958.295	2.0	30.0	0.0	16.0	93.0	Jasamplexoside_A_3''-Hydroxy	8.0	3.0	3.0	6.0	1.0	3.0	324.0	C42H54O25	4.0	none	COC1=CC(=C(CCC(O)=O)C=C1C2OC(=O)C(C)(O)C2O)O[C@@H]3O[C@H](COC(=O)CCC4=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C=C(OC)C(=C4)C6OC(=O)C(C)(O)C6O)[C@@H](O)[C@H](O)[C@H]3O	C42H54O25	[H]OC1=C(O[H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])OC(=O)C([H])([H])C1([H])C(=C([H])OC([H])(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C1=C([H])C([H])([H])OC(=O)C([H])([H])C1([H])C(=C([H])OC([H])(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C1=C([H])C([H])([H])O[H])C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H]	0.48980891719745223	Yes	COc1cc(OC2OC(CO)C(O)C(O)C2O)c(CCC(=O)OCC2OC(Oc3cc(OC)c(C4OC(=O)C(C)(O)C4O)cc3CCC(=O)O)C(O)C(O)C2O)cc1C1OC(=O)C(C)(O)C1O	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CCO)C1CC(=O)OCC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1
NCGC00380812-01!3-(4-hydroxy-2_2-dimethyl-1-oxo-3_3a-dihydroimidazo[1_2-a]indol-4-yl)-2-(4-oxoquinazolin-3-yl)propanoic_acid_M+H	434.159	1.0	2.0	9.0	16.0	53.0	NCGC00380812-01!3-(4-hydroxy-2_2-dimethyl-1-oxo-3_3a-dihydroimidazo[1_2-a]indol-4-yl)-2-(4-oxoquinazolin-3-yl)propanoic_acid_M+H	8.0	1.0	3.0	5.0	-1.0	1495.0	1495.0	C23H22N4O5	4.0	Alcaloids	CC1(C)NC2N(C1=O)C3=CC=CC=C3C2(O)CC(N4C=NC5=C(C=CC=C5)C4=O)C(O)=O	C23H22N4O5	[H]OC(=O)C([H])(N1C([H])=NC2=C(C([H])=C([H])C([H])=C2[H])C1=O)C([H])([H])C1(O[H])C2=C([H])C([H])=C([H])C([H])=C2N2C(=O)C(N([H])C12[H])(C([H])([H])[H])C([H])([H])[H]	1.0	Yes	CC1(C)NC2N(C1=O)c1ccccc1C2(O)CC(C(=O)O)n1cnc2ccccc2c1=O	CC1(C)NC2N(C1=O)c1ccccc1C2(O)CC(C(=O)O)n1cnc2ccccc2c1=O
NCGC00380749-01_C30H32O12_{(1R_2S_3R_5R_6R_8S)-3-[(6-O-Benzoyl-beta-D-glucopyranosyl)oxy]-6-hydroxy-8-methyl-9_10-dioxatetracyclo[4.3.1.0~2_5~.0~3_8~]dec-2-yl}methyl_benzoate_M+H	584.189	3.0	16.0	0.0	10.0	90.0	NCGC00380749-01_C30H32O12_{(1R_2S_3R_5R_6R_8S)-3-[(6-O-Benzoyl-beta-D-glucopyranosyl)oxy]-6-hydroxy-8-methyl-9_10-dioxatetracyclo[4.3.1.0~2_5~.0~3_8~]dec-2-yl}methyl_benzoate_M+H	8.0	1.0	5.0	1.0	1.0	61.0	931.0	C30H32O12	5.0	Terpenoids	C[C@@]12C[C@]3(O)O[C@H](O1)[C@]4(COC(=O)C5=CC=CC=C5)[C@H]3C[C@]24O[C@@H]6O[C@H](COC(=O)C7=CC=CC=C7)[C@@H](O)[C@H](O)[C@H]6O	C30H32O12	[H]O[C@@]1([H])[C@]([H])(O[C@]23C([H])([H])[C@]4([H])[C@@]2(C([H])([H])OC(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])[C@]2([H])O[C@@]4(O[H])C([H])([H])[C@@]3(O2)C([H])([H])[H])O[C@]([H])(C([H])([H])OC(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])[C@@]([H])(O[H])[C@]1([H])O[H]	1.0	Yes	CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O	CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O
NCGC00380679-01![2_3-dihydroxy-1-(7-methoxy-2-oxochromen-6-yl)-3-methylbutyl]_3-methylbut-2-enoate_M+H	376.152	2.0	8.0	0.0	10.0	25.0	NCGC00380679-01![2_3-dihydroxy-1-(7-methoxy-2-oxochromen-6-yl)-3-methylbutyl]_3-methylbut-2-enoate_M+H	8.0	1.0	3.0	4.0	2.0	3.0	1585.0	C20H24O7	24.0	Benzopyranoids	COC1=C(C=C2C=CC(=O)OC2=C1)C(OC(=O)C=C(C)C)C(O)C(C)(C)O	C20H24O7	[H]OC([H])(C([H])(OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H])C1=C(OC([H])([H])[H])C([H])=C2OC(=O)C([H])=C([H])C2=C1[H])C(O[H])(C([H])([H])[H])C([H])([H])[H]	1.0	Yes	COc1cc2oc(=O)ccc2cc1C(OC(=O)C=C(C)C)C(O)C(C)(C)O	COc1cc2oc(=O)ccc2cc1C(OC(=O)C=C(C)C)C(O)C(C)(C)O
NCGC00380668-01_C48H78O18_(3beta_5xi_9xi_22beta)-22_24-Dihydroxyolean-12-en-3-yl_6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic_acid_M+H	942.5189999999999	1.0	23.0	0.0	14.0	118.0	Ô_-Cryptoxanthin_O-[13-Methyltetradecanoyl-(Šæê6)-Ô_-D-glucopyranoside]	8.0	3.0	5.0	1.0	-1.0	318.0	318.0	C48H78O18	19.0	Terpenoids	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@@H]3[C@@H](O)[C@H](O)[C@H](O[C@H]3O[C@H]4CC[C@@]5(C)C(CC[C@]6(C)C5C\C=C/7[C@@H]8CC(C)(C)C[C@@H](O)[C@]8(C)CC[C@@]67C)[C@@]4(C)CO)C(O)=O)[C@H](O)[C@H](O)[C@H]1O	C61H94O7	[H]OC1([H])C([H])(OC2([H])C([H])([H])C(=C(C([H])=C([H])C(=C([H])C([H])=C([H])C(=C([H])C([H])=C([H])C([H])=C(C([H])=C([H])C([H])=C(C([H])=C([H])C3=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C2([H])[H])C([H])([H])[H])OC([H])(C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(O[H])C1([H])O[H]	0.618895966029724	No	CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O	CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC(OC2OC(COC(=O)CCCCCCCCCCCC(C)C)C(O)C(O)C2O)CC1(C)C
NCGC00380615-01_C24H34O9_(3alpha_4beta_8alpha_12R)-4_15-Diacetoxy-3-hydroxy-12_13-epoxytrichothec-9-en-8-yl_3-methylbutanoate_M+H	466.22	4.0	11.0	0.0	10.0	66.0	NCGC00380615-01_C24H34O9_(3alpha_4beta_8alpha_12R)-4_15-Diacetoxy-3-hydroxy-12_13-epoxytrichothec-9-en-8-yl_3-methylbutanoate_M+H	8.0	1.0	3.0	3.0	0.0	704.0	1347.0	C24H34O9	6.0	none	CC(C)CC(=O)O[C@H]\1C[C@@]2(COC(C)=O)[C@H](O[C@@H]3[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]34CO4)\C=C1C	C24H34O9	[H]O[C@]1([H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@@]2(C([H])([H])[H])[C@]3(OC3([H])[H])[C@]1([H])O[C@]1([H])C([H])=C(C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]21C([H])([H])OC(=O)C([H])([H])[H]	1.0	Yes	CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2	CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2
NCGC00380198-01!4-[5-chloro-7-(3_5-dihydroxyhexanoyloxy)-3-[(1E_3E_5E)-hepta-1_3_5-trienyl]-7-methyl-6_8-dioxoisoquinolin-2-yl]butanoic_acid_M+H	533.182	2.0	5.0	3.0	10.0	78.0	NCGC00380198-01!4-[5-chloro-7-(3_5-dihydroxyhexanoyloxy)-3-[(1E_3E_5E)-hepta-1_3_5-trienyl]-7-methyl-6_8-dioxoisoquinolin-2-yl]butanoic_acid_M+H	8.0	1.0	5.0	1.0	1.0	32.0	1184.0	C27ClH32NO8	1.0	none	C\C=C\C=C\C=C\C1=CC2=C(Cl)C(=O)C(C)(OC(=O)CC(O)CC(C)O)C(=O)C2=CN1CCCC(O)=O	C27ClH32NO8	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])N1C([H])=C2C(=O)C(OC(=O)C([H])([H])C([H])(O[H])C([H])([H])C([H])(O[H])C([H])([H])[H])(C(=O)C(Cl)=C2C([H])=C1C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])([H])[H])C([H])([H])[H]	1.0	Yes	CC=CC=CC=CC1=CC2=C(Cl)C(=O)C(C)(OC(=O)CC(O)CC(C)O)C(=O)C2=CN1CCCC(=O)O	CC=CC=CC=CC1=CC2=C(Cl)C(=O)C(C)(OC(=O)CC(O)CC(C)O)C(=O)C2=CN1CCCC(=O)O
NCGC00380136-01!1-(2_3-dihydropyrrol-1-yl)-8_9-dihydroxy-2-methyldecane-1_3-dione_M+H	283.178	2.0	2.0	3.0	6.0	28.0	NCGC00380136-01!1-(2_3-dihydropyrrol-1-yl)-8_9-dihydroxy-2-methyldecane-1_3-dione_M+H	8.0	1.0	3.0	4.0	1.0	13.0	1408.0	C15H25NO4	3.0	none	CC(O)C(O)CCCCC(=O)C(C)C(=O)N1CCC=C1	C15H25NO4	[H]OC([H])(C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])(C(=O)N1C([H])=C([H])C([H])([H])C1([H])[H])C([H])([H])[H]	1.0	Yes	CC(C(=O)CCCCC(O)C(C)O)C(=O)N1C=CCC1	CC(C(=O)CCCCC(O)C(C)O)C(=O)N1C=CCC1
NCGC00347814-02_C29H37NO13__M+H	607.226	2.0	16.0	3.0	14.0	72.0	NCGC00347814-02_C29H37NO13__M+H	8.0	1.0	3.0	4.0	0.0	529.0	913.0	C29H37NO13	2.0	none	CC(=O)N1CCC2=CC=C(O)C(=C2C1CC3=CC=C(O)C=C3)OC4OC(COC5OCC(O)(CO)C5O)C(O)C(O)C4O	C29H37NO13	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C1([H])N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C2=C([H])C([H])=C(O[H])C(OC3([H])OC([H])(C([H])([H])OC4([H])OC([H])([H])C(O[H])(C([H])([H])O[H])C4([H])O[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])=C12	1.0	Yes	CC(=O)N1CCc2ccc(O)c(OC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)c2C1Cc1ccc(O)cc1	CC(=O)N1CCc2ccc(O)c(OC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)c2C1Cc1ccc(O)cc1
NCGC00347741-02_C36H42O19_Methyl_(1S_4aS_7R_7aS)-1-(hexopyranosyloxy)-4'-[(1S)-1-({(2E)-3-[4-(hexopyranosyloxy)phenyl]-2-propenoyl}oxy)ethyl]-5'-oxo-4a_7a-dihydro-1H_5'H-spiro[cyclopenta[c]pyran-7_2'-furan]-4-carboxylate_M+H	778.232	3.0	24.0	0.0	14.0	69.0	NCGC00347741-02_C36H42O19_Methyl_(1S_4aS_7R_7aS)-1-(hexopyranosyloxy)-4'-[(1S)-1-({(2E)-3-[4-(hexopyranosyloxy)phenyl]-2-propenoyl}oxy)ethyl]-5'-oxo-4a_7a-dihydro-1H_5'H-spiro[cyclopenta[c]pyran-7_2'-furan]-4-carboxylate_M+H	8.0	1.0	3.0	4.0	2.0	1.0	403.0	C36H42O19	5.0	Terpenoids	COC(=O)\C1=C\O[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3[C@@H]1\C=C/[C@@]3\4OC(=O)\C(=C4)[C@H](C)OC(=O)\C=C\C5=CC=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C=C5	C36H42O19	[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(OC2=C([H])C([H])=C(C([H])=C([H])C(=O)O[C@]([H])(C3=C([H])[C@@]4(OC3=O)C([H])=C([H])[C@]3([H])C(=C([H])O[C@@]([H])(O[C@]5([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]5([H])O[H])[C@]43[H])C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]	1.0	Yes	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1C=CC21C=C(C(C)OC(=O)C=Cc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)C(=O)O1	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1C=CC21C=C(C(C)OC(=O)C=Cc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)C(=O)O1
NCGC00347633-02!7-benzyl-11_14_20-trimethyl-16-(2-methylpropyl)-10_13-di(propan-2-yl)-17-oxa-1_5_8_11_14-pentazabicyclo[17.3.0]docosane-2_6_9_12_15_18-hexone_M+H	669.41	6.0	2.0	13.0	100.0	99.0	Pseudodestruxin_C_Pseudodestruxin_C	8.0	3.0	0.0	722.0	7.0	2.0	722.0	C36H55N5O7	3.0	none	CC(C)CC1OC(=O)C2C(C)CCN2C(=O)CCNC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)N(C)C1=O	C36H55N5O7	[H]N1C(=O)C([H])(N(C(=O)C([H])(N(C(=O)C([H])(N([H])C(=O)C2([H])N(C(=O)C([H])(OC(=O)C([H])([H])C1([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]	0.8591954022988506	Yes	CC(C)CC1OC(=O)C2C(C)CCN2C(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)N(C)C1=O	CC(C)CC1OC(=O)CCNC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C2C(C)CCN2C1=O
